HAGRID	kingdom	phylum	class	order	family	genus	species	common_name	female_maturity_days	male_maturity_days	gestation_incubation_days	weaning_days	litter_clutch_size	litters_clutches_per_year	inter_litter_interbirth_interval	birth_weight_g	weaning_weight_g	adult_weight_g	growth_rate_recip_days	maximum_longevity_yrs	source	specimen_origin	sample_size	data_quality	imr_per_yr	mrdt_yrs	metabolic_rate_w	body_mass_g	temperature_k	references
00118	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Dicamptodon	Dicamptodon ensatus	California giant salamander	NA	NA	150	NA	85	NA	NA	NA	NA	NA	NA	16.9	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA	451749
00119	Animalia	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma	Amphiuma means	Two-toed amphiuma	1460	1095	150	NA	200	NA	NA	NA	NA	200.967	NA	27	485	captivity	small	acceptable	NA	NA	0.00904	199	288	37485749
00120	Animalia	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma	Amphiuma tridactylum	Three-toed amphiuma	NA	NA	135	NA	200	NA	NA	NA	NA	NA	NA	15.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00121	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Andrias	Andrias davidianus	Chinese giant salamander	NA	NA	55	NA	500	NA	NA	NA	NA	NA	NA	19.9	485	captivity	small	questionable	NA	NA	NA	NA	NA	485749
00122	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Andrias	Andrias japonicus	Japanese giant salamander	1825	1825	60	NA	500	NA	NA	NA	NA	NA	NA	55	485	captivity	small	acceptable	NA	NA	NA	NA	NA	2485749
00123	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Cryptobranchus	Cryptobranchus alleganiensis	Hellbender	1825	1825	72	NA	275	NA	NA	NA	NA	358.1	NA	29	528	wild	medium	acceptable	NA	NA	0.0253	358	288	37440528
00124	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius boulengeri	Boulenger's oriental salamander	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	11.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	230231485749
00125	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius leechii	Chinese salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00126	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius nebulosus	Clouded salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485
00127	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius retardatus	Japanese salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485
00128	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	Onychodactylus fischeri	Long-tailed clawed salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525
00129	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	Onychodactylus japonicus	Japanese clawed salamander	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	14.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451749
00130	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Paradactylodon	Paradactylodon mustersi	Afghanistan salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00131	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Salamandrella	Salamandrella keyserlingii	Siberian salamander	NA	NA	23	NA	70	NA	NA	NA	NA	NA	NA	8	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525749
00132	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides aeneus	Green salamander	912	912	82	NA	21	2	NA	NA	NA	NA	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	451528749
00133	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides lugubris	Arboreal salamander	1095	1095	NA	NA	14.5	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	485749
00134	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa	Bolitoglossa dofleini	Giant palm salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00135	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa	Bolitoglossa mexicana	Palm salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00136	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus monticola	Seal salamander	1642	1277	45	NA	25	NA	NA	NA	NA	NA	NA	17.7	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485528749
00137	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus ochrophaeus	Allegheny mountain dusky salamander	1280	1280	NA	NA	16	NA	NA	NA	NA	0.6	NA	19.8	485	captivity	tiny	acceptable	0.3	NA	NA	NA	NA	468485526529
00138	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus quadramaculatus	Black-bellied salamander	1280	1280	NA	NA	25	NA	NA	NA	NA	14.34	NA	15	485	captivity	small	acceptable	NA	NA	0.00411	14.1	288	37468485749
00139	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus welteri	Black mountain salamander	1642	1642	NA	NA	26	NA	NA	NA	NA	NA	NA	20	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485528749
00140	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Ensatina	Ensatina eschscholtzii	Ensatina	1278	1278	138	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	451749
00141	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga	Cave salamander	1095	1095	13	NA	73	NA	NA	NA	NA	NA	NA	9.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451749
00142	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea rathbuni	Texas blind salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00143	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea spelaea	Grotto salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485
00144	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea wilderae	Blue ridge two-lined salamander	1278	1278	NA	NA	32	NA	NA	NA	NA	NA	NA	8	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00145	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	Gyrinophilus palleucus	Tennessee cave salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485
00146	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	Gyrinophilus porphyriticus	Spring salamander	1460	1460	NA	NA	61	NA	NA	NA	NA	NA	NA	18.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485528749
00147	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Hemidactylium	Hemidactylium scutatum	Four-toed salamander	912	912	NA	NA	30	NA	NA	NA	NA	NA	NA	8.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	468485
00148	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Phaeognathus	Phaeognathus hubrichti	Red Hills salamander	2008	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	19.7	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00149	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon cinereus	Eastern red-backed salamander	730	730	NA	NA	8	NA	NA	NA	NA	0.5	NA	25	528	wild	medium	acceptable	NA	NA	9.9e-5	0.76	278.5	37468526528529
00150	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon dunni	Dunn's salamander	1095	1095	70	NA	9.4	NA	NA	NA	NA	NA	NA	11	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00151	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon elongatus	Del Norte salamander	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	13.3	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00152	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon glutinosus	Northern slimy salamander	910	910	NA	NA	21	NA	NA	NA	NA	4.2	NA	20.1	485	captivity	small	acceptable	NA	NA	0.00191	4.2	288	37468485
00153	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon jordani	Red-cheeked salamander	1825	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485512528
00154	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon vehiculum	Western red-backed salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485
00155	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon yonahlossee	Yonahlossee salamander	1095	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	451528
00156	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	Pseudotriton montanus	Mud salamander	1643	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00157	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	Pseudotriton ruber	Red salamander	1825	1460	75	NA	80	NA	NA	NA	NA	NA	NA	20.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00158	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Speleomantes	Speleomantes italicus	Italian cave salamander	1278	1278	304	NA	10	NA	NA	NA	NA	NA	NA	10.6	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00159	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	Necturus maculosus	Mudpuppy	2190	1825	50	NA	68	NA	NA	NA	NA	NA	NA	34	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	528539749
00160	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	Necturus punctatus	Dwarf waterdog	1825	1825	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	451528749
00161	Animalia	Chordata	Amphibia	Caudata	Proteidae	Proteus	Proteus anguinus	Olm	4124	NA	133	NA	35	NA	4562	NA	NA	17	NA	102	934	wild	medium	acceptable	NA	999	NA	NA	NA	485749934
00162	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Calotriton	Calotriton asper	Pyrenean brook newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525
00163	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Cynops	Cynops ensicauda	Brown newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451
00164	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Cynops	Cynops pyrrhogaster	Japanese firebelly newt	913	913	20	NA	200	NA	NA	NA	NA	NA	NA	25	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	854857498801260
00165	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Ichthyosaura	Ichthyosaura alpestris	Laureutis alpine salamander	1460	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451462525
00166	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	Lissotriton boscai	Bosca's newt	NA	NA	NA	NA	160	NA	NA	NA	NA	NA	NA	8	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525749
00167	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	Lissotriton vulgaris	Smooth newt	1095	730	NA	NA	180	NA	NA	NA	NA	NA	NA	20	525	captivity	medium	acceptable	NA	NA	NA	NA	NA	525749
00168	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	Notophthalmus perstriatus	Striped newt	487	487	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	485	captivity	large	acceptable	NA	NA	NA	NA	NA	485749
00169	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	Notophthalmus viridescens	Eastern newt	2000	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	website feedback	captivity	medium	acceptable	NA	NA	NA	NA	NA	233483525528749
00170	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pachytriton	Pachytriton brevipes	Tsitou newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.5	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00171	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Paramesotriton	Paramesotriton chinensis	Asian newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485
00172	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	Pleurodeles poireti	Algerian newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00173	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	Pleurodeles waltl	Iberian ribbed newt	NA	NA	13	NA	725	NA	NA	NA	NA	NA	NA	19.5	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451749
00174	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra atra	Golden alpine salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525
00175	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra	European fire salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	NA	24	451	captivity	medium	acceptable	NA	NA	0.00857	19.1	288	37451
00176	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	Taricha granulosa	Rough-skinned newt	1278	1278	23	NA	NA	NA	NA	NA	NA	12.32	NA	NA	NA	unknown	small	low	NA	NA	0.00518	12.2	288	37451749
00177	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	Taricha rivularis	Red-bellied newt	1825	1825	18	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	485749
00178	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	Taricha torosa	California newt	1095	1095	45	NA	122	NA	NA	0.45	NA	NA	NA	21.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451749
00179	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	Triturus carnifex	Italian crested newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525
00180	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	Triturus cristatus	Northern crested newt	NA	NA	16	NA	225	NA	NA	NA	NA	NA	NA	28	525	captivity	medium	acceptable	NA	NA	NA	NA	NA	327525749
00181	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	Triturus marmoratus	Marbled newt	1460	1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	525	captivity	small	acceptable	NA	NA	NA	NA	NA	525
00182	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Tylototriton	Tylototriton verrucosus	Mandarin salamander	1460	1460	NA	NA	43	NA	NA	NA	NA	NA	NA	11	525	wild	medium	acceptable	NA	NA	NA	NA	NA	485525749
00183	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	Siren intermedia	Lesser siren	730	730	60	NA	350	NA	NA	NA	NA	NA	NA	25.7	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451468749
00184	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	Siren lacertina	Greater siren	NA	NA	NA	NA	500	NA	NA	NA	NA	NA	NA	25	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485749
00185	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Dermophis	Dermophis mexicanus	Mexican burrowing caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00186	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Typhlonectes	Typhlonectes compressicauda	Cayenne caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485
00187	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Typhlonectes	Typhlonectes natans	Aquatic caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA	451
00188	Animalia	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis	Ichthyophis kohtaoensis	Yellow-striped caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451
00190	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter cooperii	Cooper's hawk	730	730	24	NA	4	1	NA	28	NA	526.64	0.212	20.3	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427444445732
00191	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter gentilis	Northern goshawk	365	730	33	NA	3	1	NA	NA	NA	1044.2	0.225	22	450	wild	medium	acceptable	NA	NA	NA	NA	NA	4374444454507297e6
00192	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter nisus	Eurasian sparrowhawk	365	365	NA	NA	NA	NA	NA	NA	NA	237.5	0.258	20.2	450	wild	medium	acceptable	NA	NA	0.9516	135	NA	4505107297328201e7
00193	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter striatus	Sharp-shinned hawk	365	365	34	NA	4	1	NA	NA	NA	135	NA	19.9	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427437444445
00194	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	Aegypius monachus	Cinereous vulture	NA	NA	NA	NA	NA	NA	NA	NA	NA	9625	NA	39	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1821
00195	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila adalberti	Spanish imperial eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000	NA	44.5	575	captivity	small	acceptable	NA	NA	NA	NA	NA	575972
00196	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila audax	Wedge-tailed eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	3466	NA	40	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1820
00197	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila chrysaetos	Golden eagle	1460	1460	40	NA	2	1	NA	110.6	NA	4800	0.126	48	437	captivity	medium	acceptable	NA	NA	4.9929	3000	NA	61425437440445730
00198	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila fasciata	Bonelli's eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	0.154	20	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1732820
00199	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila heliaca	Eastern imperical eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	3262	NA	56	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1821
00200	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila nipalensis	Steppe eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2745.5	NA	41	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1820
00201	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila pomarina	Lesser spotted eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	1370	NA	26.1	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1820
00202	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila rapax	Tawny eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	1996.1	0.093	40.3	575	captivity	medium	acceptable	NA	NA	NA	NA	NA	575732821
00203	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Butastur	Butastur indicus	Grey-faced buzzard	NA	NA	NA	NA	NA	NA	NA	NA	NA	415	NA	8.5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1820
00204	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo buteo	Buzzard	730	730	NA	NA	NA	NA	NA	NA	NA	1012	0.189	28.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729732
00205	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo jamaicensis	Red-tailed hawk	730	730	31	NA	3	1	NA	57.6	NA	1362	0.188	30.7	427	wild	large	acceptable	NA	NA	NA	NA	NA	1427437444445732
00206	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo lagopus	Rough-legged hawk	730	730	29	NA	5	1	NA	41.62	NA	980.64	NA	18.8	450	wild	small	acceptable	NA	NA	NA	NA	NA	437444445450
00207	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo lineatus	Red-shouldered hawk	365	365	33	NA	3.5	1	NA	35	NA	607	NA	22.4	427	wild	medium	acceptable	NA	NA	2.11	658	NA	427435440444445760
00208	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo platypterus	Broad-winged hawk	365	365	25	NA	2.5	1	NA	28	NA	454	0.271	18.3	577	wild	small	acceptable	NA	NA	NA	NA	NA	444445577732
00209	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo regalis	Ferruginous hawk	730	730	32	NA	3	1	NA	51.6	NA	1500	0.171	23.7	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427437445448732
00210	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo rufinus	Long-legged buzzard	NA	NA	NA	NA	NA	NA	NA	NA	NA	1174.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	450820
00211	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo solitarius	Hawaiian hawk	NA	NA	38	NA	1	NA	NA	35	NA	505	NA	17	445	wild	medium	acceptable	NA	NA	NA	NA	NA	445
00212	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo swainsoni	Swainson's hawk	730	730	31	NA	3	1	NA	39.4	NA	980.64	0.158	24.9	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427437444445732800
00213	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteogallus	Buteogallus anthracinus	Common black hawk	730	730	38	NA	1.5	1	NA	NA	NA	837	NA	13.5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1444445
00214	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	Circaetus cinereus	Brown snake eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2048	0.037	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	1732820
00215	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	Circaetus gallicus	Short-toed eagle	1095	1095	NA	NA	NA	NA	NA	NA	NA	1699.5	NA	17.3	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1729820
00216	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus aeruginosus	Swamp harrier	730	730	NA	NA	NA	NA	NA	NA	NA	711.5	NA	20.1	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729820
00217	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus cyaneus	Northern harrier	365	365	31	NA	4.4	1	NA	23.8	NA	392	0.25	17.1	450	wild	medium	acceptable	NA	NA	NA	NA	NA	437444445450732
00218	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus macrourus	Pallid harrier	NA	NA	NA	NA	NA	NA	NA	NA	NA	388.5	NA	13.5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1820
00219	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus pygargus	Montagu's harrier	730	730	NA	NA	NA	NA	NA	NA	NA	315.5	NA	16.3	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1729820
00220	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	Elanus caeruleus	Black-winged kite	NA	NA	NA	NA	NA	NA	NA	NA	NA	260.5	NA	6	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1820
00221	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	Elanus leucurus	White-tailed kite	NA	NA	30	NA	4.1	1.5	NA	17.4	NA	280	NA	6	427	wild	tiny	acceptable	NA	NA	NA	NA	NA	427444445
00222	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Geranoaetus	Geranoaetus melanoleucus	Black-chested buzzard-eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2447.5	NA	42	575	captivity	medium	acceptable	NA	NA	5.1887	2860	NA	425575820
00223	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypaetus	Gypaetus barbatus	Bearded vulture	NA	NA	NA	NA	NA	NA	NA	NA	NA	5070	NA	40	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1
00224	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypohierax	Gypohierax angolensis	Palm-nut vulture	NA	NA	NA	NA	NA	NA	NA	NA	NA	1600	NA	27.1	575	captivity	medium	acceptable	NA	NA	NA	NA	NA	575820
00225	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	Gyps africanus	White-backed vulture	NA	NA	NA	NA	NA	NA	NA	NA	NA	5433	0.045	19.7	575	captivity	medium	acceptable	NA	NA	NA	NA	NA	575732820
00226	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	Gyps bengalensis	Bengal vulture	NA	NA	NA	NA	NA	NA	NA	NA	NA	4385	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	575820
00227	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	Gyps fulvus	Eurasian griffon	1460	1460	NA	NA	NA	NA	NA	NA	NA	7436	NA	41.4	1	captivity	large	acceptable	NA	NA	NA	NA	NA	1729820
00228	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	Haliaeetus albicilla	White-tailed sea-eagle	1460	1460	41	NA	2	NA	NA	NA	NA	6696.5	0.14	42	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	14447321146
